SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_S10E17_125,1_S10E17_125_u,You could charge people money to punch you.,0:3.57,HOWARD,BBT,1.0,EMB,Ridicule,Neutral,3.0,8.0
1_S12E10_076,1_S12E10_076_u,You or the steak?,0:02.568000,PENNY,BBT,0.0,NONE,Surprise,Neutral,5.0,5.0
2_622,2_622_u,"Pheebs, you may know this, you know strange things. What is the boiling point of brain?",0:06,CHANDLER,FRIENDS,1.0,PRO,Anger,Excitement,3.0,8.0
1_S09E04_382,1_S09E04_382_u,"How can you say that? Amy's gone, and you two are married now, so it's only a matter of time before you're gone, too.",0:06.338000,SHELDON,BBT,0.0,NONE,Anger,Anger,2.0,6.0
1_S12E08_071,1_S12E08_071_u,It doesn't have to be tonight.,0:02,OTHER,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E23_350,1_S12E23_350_u,maybe 300 tiny haircuts over a ten-year period.,0:4.170999,AMY,BBT,1.0,PRO,Frustration,Neutral,4.0,7.0
2_448,2_448_u,Do you still wanna call  'em? I wanna call  'em.,0:02,MONICA,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
1_S12E06_088,1_S12E06_088_u,Maybe he's cranky because he's off his bathroom schedule.,0:2.859,RAJ,BBT,1.0,ILL,Ridicule,Neutral,3.0,8.0
1_S12E06_287,1_S12E06_287_u,It was. And I'm sorry about earlier.,0:02.700000,LEONARD,BBT,0.0,NONE,Sadness,Sadness,4.0,4.0
3_S03E03_511,3_S03E03_511_u,This plan better fucking work with a sacrifice like this.,0:02.884000,GILFOYLE,SV,0.0,NONE,Sadness,Sadness,4.0,6.0
2_74,2_74_u,Show them your slides of Hawaii,0:02,DOROTHY,GOLDENGIRLS,1.0,PRO,Ridicule,Excitement,4.0,7.0
2_205,2_205_u,"I did not mean to touch that,I mean",0:03,RACHEL,FRIENDS,0.0,NONE,Disgust,Disgust,3.0,7.0
1_S12E07_443,1_S12E07_443_u,I have no idea.,0:01.399000,LEONARD,BBT,0.0,NONE,Excitement,Excitement,6.0,6.0
2_50,2_50_u,"Nope, that patch is no good.",0:11,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,4.0,7.0
1_S11E20_143,1_S11E20_143_u,"Oh, just about who you're marrying.",0:2.603000,PENNY,BBT,1.0,PRO,Ridicule,Neutral,3.0,8.0
1_S12E15_013,1_S12E15_013_u,"Yeah, and we don't find it weird at all.",0:2.669000,PENNY,BBT,1.0,ILL,Disgust,Excitement,4.0,7.0
1_S12E02_105,1_S12E02_105_u,Are you sure she wasn't trying to breathe life back into him?,0:4.404,HOWARD,BBT,1.0,PRO,Ridicule,Neutral,3.0,7.0
1_S11E10_009,1_S11E10_009_u,"(knocking) Hey, you had unprotected sex with Howard. You deserve to be miserable.",0:05.737000,PENNY,BBT,0.0,NONE,Disgust,Disgust,4.0,6.0
2_56,2_56_u,"Uh-huh, well! But umm, still I'm-I'm mad at you.",0:05,PHOEBE,FRIENDS,0.0,NONE,Anger,Anger,4.0,4.0
1_S11E11_182,1_S11E11_182_u,"Oh, fun. Can I help?",0:02.100000,PENNY,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
2_144,2_144_u,Lords of Arabia,0:03,DOROTHY,GOLDENGIRLS,1.0,ILL,Frustration,Neutral,3.0,7.0
2_79,2_79_u,"I'm just gonna throw it out, it's probably just a bunch of shampoo and...",0:03,RACHEL,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
1_S11E05_099,1_S11E05_099_u,"Based on that ring on your finger, I'd say you're pretty good at controlling robots.",0:5.08,SHELDON,BBT,1.0,ILL,Ridicule,Neutral,3.0,6.0
1_2420,1_2420_u,You know this can go on all night. Why don't you just come with us?,0:04,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_509,2_509_u,Crazy bitch!,0:03,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Anger,3.0,8.0
1_S11E22_260,1_S11E22_260_u,Step one is flunk out of art school.,0:3.37,STUART,BBT,1.0,PRO,Ridicule,Neutral,3.0,6.0
2_131,2_131_u,I really don't wanna sit with Allen Iverson over there .,0:01,CHANDLER,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,6.0
2_3,2_3_u,And I think my testicles may be in here too,0:02,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,1.0,7.0
2_341,2_341_u,"Well, I'd gotten Judy pregnant. I still don't know how that happened.",0:05,PERSON,FRIENDS,1.0,PRO,Ridicule,Happiness,4.0,7.0
2_534,2_534_u,"Oh, come on!",0:01,PHOEBE,FRIENDS,0.0,NONE,Excitement,Excitement,7.0,7.0
1_6370,1_6370_u,"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",0:09,SHELDON,BBT,1.0,EMB,Frustration,Happiness,3.0,7.0
1_S10E04_361,1_S10E04_361_u,Wait. Wrong number.,0:02.700000,BERNADETTE,BBT,0.0,NONE,Fear,Fear,5.0,7.0
2_204,2_204_u,"Oh Oh, I am convinced!",0:04,CHANDLER,FRIENDS,1.0,ILL,Anger,Happiness,2.0,7.0
2_306,2_306_u,"No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health",0:09,MODERATOR,SARCASMOHOLICS,1.0,ILL,Frustration,Neutral,3.0,7.0
1_S10E05_120,1_S10E05_120_u,How 'bout we stay here? We don't even have to tell anyone. It'll be like a secret vacation at home.,0:06.837000,HOWARD,BBT,0.0,NONE,Excitement,Neutral,6.0,5.0
2_169,2_169_u,"Hes not right for the part, and if I suggest him my bosses are going to think I am an idiot. And thatÕs something they should learn on their own.",0:06,CHANDLER,FRIENDS,1.0,ILL,Frustration,Neutral,2.0,7.0
2_65,2_65_u,It's my friends.,0:01,PHOEBE,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,5.0
2_522,2_522_u,Yes it is.,0:01,PERSON,FRIENDS,0.0,NONE,Fear,Fear,4.0,5.0
1_S12E07_179,1_S12E07_179_u,"Yeah, sure. You slept with your husband.",0:02.033000,BERNADETTE,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E04_195,1_S12E04_195_u,"She can get into any restaurant, but the best husband she can find is Raj?",0:5.872,BERNADETTE,BBT,1.0,EMB,Disgust,Neutral,3.0,7.0
2_437,2_437_u,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",0:03,CHANDLER,FRIENDS,0.0,NONE,Frustration,Frustration,4.0,6.0
2_112,2_112_u,I think this is probably why Damone smokes in his cell alone.,0:07,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,3.0,7.0
1_S12E15_154,1_S12E15_154_u,"Well, it is important for you two to keep the spark alive.",0:3.67,BERNADETTE,BBT,1.0,PRO,Disgust,Neutral,3.0,7.0
1_2575,1_2575_u,"You don't really believe in that superstition, do you?",0:03,SHELDON,BBT,0.0,NONE,Surprise,Surprise,6.0,6.0
2_222,2_222_u,"The little man who lives in there, who turns the light on and off will tell you.",0:04,DOROTHY,GOLDENGIRLS,1.0,ILL,Frustration,Neutral,4.0,7.0
1_S10E07_110,1_S10E07_110_u,"Oh. Well, j-just out of curiosity, what registers as odd to you",0:2.208999,HOWARD,BBT,1.0,ILL,Ridicule,Surprise,4.0,7.0
1_S11E06_410,1_S11E06_410_u,"You were a terrible waitress, and we still asked you to get us a snack.",0:4.41,HOWARD,BBT,1.0,EMB,Ridicule,Fear,3.0,8.0
2_577,2_577_u,"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.",0:1,ROSS,FRIENDS,0.0,NONE,Excitement,Excitement,6.0,6.0
2_557,2_557_u,"Oh my God, wh-what happened?",0:03,ROSS,FRIENDS,0.0,NONE,Sadness,Sadness,3.0,7.0
2_392,2_392_u,Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.,0:05,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Sadness,4.0,7.0
2_186,2_186_u,"Excellent hole, Joe.",0:02,CHANDLER,FRIENDS,1.0,ILL,Disgust,Happiness,3.0,8.0
1_6165,1_6165_u,"Yes, there's nothing quite like the slightly widened eyes of mildly startled.",0:07,SHELDON,BBT,1.0,PRO,Anger,Excitement,4.0,7.0
1_3766,1_3766_u,Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,0:06,LEONARD,BBT,1.0,PRO,Frustration,Neutral,4.0,5.0
2_550,2_550_u,All right I'll have one.,0:01,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,4.0,6.0
1_1144,1_1144_u,"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two.""",0:07,SHELDON,BBT,1.0,PRO,Disgust,Neutral,4.0,6.0
2_506,2_506_u,"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",0:06,RACHEL,FRIENDS,0.0,NONE,Anger,Anger,2.0,8.0
1_7395,1_7395_u,"Well, if that's all it takes, it's a good thing you don't have a dog.",0:04,AMY,BBT,1.0,PRO,Disgust,Neutral,3.0,8.0
1_S10E04_007,1_S10E04_007_u,"Oh, so nothing. Great.",0:3.936,PENNY,BBT,1.0,PRO,Ridicule,Surprise,3.0,7.0
1_S09E02_178,1_S09E02_178_u,"Oh, of course. Wouldn't want to intrude.",0:03.502000,SHELDON,BBT,0.0,NONE,Anger,Anger,3.0,7.0
1_S10E09_081,1_S10E09_081_u,Say hello to everybody's little friend-- remote control Stephen Hawking!,0:04.969000,HOWARD,BBT,0.0,NONE,Excitement,Excitement,6.0,7.0
1_S10E04_343,1_S10E04_343_u,"Well, now I don't know if I want to know!",0:02.300000,BERNADETTE,BBT,0.0,NONE,Frustration,Frustration,5.0,7.0
1_S12E03_118,1_S12E03_118_u,"Well, I did take care of Sheldon for 15 years, and he only bite me once",0:2.480000,LEONARD,BBT,1.0,PRO,Ridicule,Neutral,2.0,9.0
2_598,2_598_u,"Our balcony? Seriously? That's so funny because I told Monica we should put lights on our balcony. - And she said - ""No no, its too cold, nobody will go out there.""  - I said ""Maybe if we put some lights out there they will"".",0:12,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Neutral,4.0,7.0
1_S12E08_023,1_S12E08_023_u,"Yeah. And my mom loves Penny, which is weird, because I never knew she could love.",0:4.771999,LEONARD,BBT,1.0,EMB,Sadness,Happiness,2.0,8.0
1_S11E08_283,1_S11E08_283_u,Get to the point! Oh.,0:01.830000,PENNY,BBT,0.0,NONE,Anger,Anger,3.0,7.0
1_12331,1_12331_u,"Wow, there's a Denny's in Vegas you can actually get married in.",0:04,PENNY,BBT,0.0,NONE,Surprise,Surprise,6.0,6.0
1_10853,1_10853_u,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",0:05,PENNY,BBT,0.0,NONE,Sadness,Sadness,4.0,6.0
2_569,2_569_u,Chandler?,0:01,PHOEBE,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S11E05_402,1_S11E05_402_u,"Oh, my God, you're still here?",0:02.410000,BERNADETTE,BBT,0.0,NONE,Surprise,Surprise,6.0,7.0
1_S10E04_021,1_S10E04_021_u,"And we live with Sheldon, so the word ""inconvenience"" has really lost all meaning.",0:04.101000,LEONARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_5786,1_5786_u,"All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",0:15,SHELDON,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_163,2_163_u,"Oh boy, I just can't watch. It's too scary!",0:03,RACHEL,FRIENDS,1.0,PRO,Sadness,Sadness,3.0,7.0
1_6683,1_6683_u,"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",0:06,HOWARD,BBT,1.0,EMB,Disgust,Happiness,3.0,8.0
2_20,2_20_u,My duties?  All right.,0:06,CHANDLER,FRIENDS,0.0,NONE,Sadness,Sadness,4.0,5.0
2_585,2_585_u,"You and I, we're interfacing.",0:02,ROSS,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,5.0
2_317,2_317_u,"Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.",0:04,PERSON,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
1_S09E14_045,1_S09E14_045_u,Really? The old Asian man is not your Meemaw?,0:1.968,LEONARD,BBT,1.0,EMB,Frustration,Surprise,3.0,8.0
2_104,2_104_u,Was that place the sun?,0:04,CHANDLER,FRIENDS,1.0,PRO,Disgust,Neutral,2.0,8.0
1_S09E03_056,1_S09E03_056_u,It runs on syphilis?,0:2.903000,SHELDON,BBT,1.0,PRO,Anger,Surprise,3.0,6.0
2_505,2_505_u,To feed the cat Rose.,0:04,DOROTHY,GOLDENGIRLS,1.0,PRO,Anger,Neutral,4.0,8.0
1_S11E01_222,1_S11E01_222_u,"Well, you came to the wrong place.",0:02.860000,STUART,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
2_236,2_236_u,"Gee, if only she were one and had no idea what a birthday was.",0:06,CHANDLER,FRIENDS,1.0,PRO,Disgust,Sadness,3.0,8.0
1_9003,1_9003_u,"I'm not going to bother him, I'm going to talk to him.",0:03,SHELDON,BBT,0.0,NONE,Happiness,Happiness,7.0,7.0
2_481,2_481_u,All right.,0:01,ROSS,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
1_6183,1_6183_u,You have a thing of paper clips right there.,0:04,RAJ,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_4967,1_4967_u,We might be starting to zero in on your problem.,0:05,LEONARD,BBT,1.0,PRO,Disgust,Neutral,3.0,6.0
2_118,2_118_u,"Seriously, it's moving!",0:01,RACHEL,FRIENDS,0.0,NONE,Surprise,Surprise,7.0,7.0
1_S10E06_062,1_S10E06_062_u,I felt a kick. There's a baby in there.,0:05.208000,HOWARD,BBT,0.0,NONE,Happiness,Excitement,7.0,7.0
1_S12E21_261,1_S12E21_261_u,Other than Bernadette? That does not sound right.,0:3.525000,RAJ,BBT,1.0,ILL,Disgust,Happiness,3.0,7.0
3_S01E02_324,3_S01E02_324_u,"Listen, we all love Big Head. But the truth is, he's not as good of a coder as I am, not as good at system architecture as Gilfoyle, not as good at being a prick as you, no offense.",0:9.043,DINESH,SV,1.0,EMB,Ridicule,Neutral,4.0,8.0
1_S11E24_338,1_S11E24_338_u,"Oh, science? Shocking!",0:3.537,PENNY,BBT,1.0,ILL,Anger,Excitement,3.0,8.0
2_51,2_51_u,"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",0:02,CHANDLER,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
2_517,2_517_u,Yeah?,0:01,PHOEBE,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_7,2_7_u,I've never loved anybody as much as I love you.,0:03,MONICA,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
1_6355,1_6355_u,"said horrible things about each other in public... all in all, a pretty magical night.",0:11,LEONARD,BBT,1.0,EMB,Sadness,Neutral,2.0,7.0
1_11253,1_11253_u,"So as they say, all good things must come to an end.",0:07,SHELDON,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
2_180,2_180_u,That oughta do it.,0:01,PHOEBE,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,7.0
1_S11E07_220,1_S11E07_220_u,I should get a haircut; this thing's going south fast.,0:02.200000,STUART,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
3_S04E10_120,3_S04E10_120_u,Outstanding.,0:17.82699,GILFOYLE,SV,1.0,ILL,Frustration,Happiness,4.0,7.0
1_2198,1_2198_u,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.",0:08,SHELDON,BBT,1.0,PRO,Anger,Neutral,4.0,6.0
2_35,2_35_u,Oh no donÕt go. I have scared you. I have said too much. I am hopeless and awkward and desperate for love.,0:08,CHANDLER,FRIENDS,0.0,NONE,Anger,Anger,3.0,7.0
1_S11E23_048,1_S11E23_048_u,"Ooh, now it's starting to sound like a good wedding.",0:2.770000,BERNADETTE,BBT,1.0,PRO,Ridicule,Happiness,3.0,7.0
2_181,2_181_u,Yeah! Look!,0:01,JOEY,FRIENDS,0.0,NONE,Happiness,Happiness,6.0,6.0
1_7575,1_7575_u,"You're right, the party's fantastic. Please, tell me more. I haven't heard enough about it all week because hearing about that never gets old!",0:07,HOWARD,BBT,1.0,PRO,Anger,Excitement,2.0,9.0
1_10849,1_10849_u,That's how much buying a comic book store means to me.,0:05,HOWARD,BBT,0.0,NONE,Excitement,Excitement,6.0,6.0
1_S09E04_342,1_S09E04_342_u,Who cares? I thought the whole point of Footprints on the Moon was to write songs that make people think.,0:06.004000,HOWARD,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_S12E03_338,1_S12E03_338_u,"Oh, sure, '’cause Sheldon'’s DNA plus my DNA equals a kid who knows how to make friends. Grow up!",0:5.309999,AMY,BBT,1.0,PRO,Anger,Happiness,3.0,8.0
1_S10E04_238,1_S10E04_238_u,"Well, Sheldon, I really appreciate that, but these things mean more to you than they do to me, so whatever you want.",0:05.369000,AMY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_5109,1_5109_u,"Yeah, but you were just sleeping, because I forboded you to have sex.",0:05,RAJ,BBT,0.0,NONE,Anger,Anger,4.0,6.0
2_270,2_270_u,Hey.,0:01,JOEY,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
1_11021,1_11021_u,"Same as all of us, getting out of a car without underwear.",0:05,PENNY,BBT,1.0,PRO,Ridicule,Neutral,4.0,6.0
1_S12E08_006,1_S12E08_006_u,"Well, how would you guys feel about going to India for my wedding?",0:03.735000,RAJ,BBT,0.0,NONE,Happiness,Happiness,6.0,6.0
3_S02E03_244,3_S02E03_244_u,Sounds like ERLICH.,0:1.333999,GILFOYLE,SV,1.0,PRO,Ridicule,Neutral,3.0,8.0
2_258,2_258_u,"I am telling you, when she leaned back, I could see her brain",0:13,CHANDLER,FRIENDS,1.0,PRO,Frustration,Neutral,2.0,9.0
1_S11E22_205,1_S11E22_205_u,No. I'm just sitting here at my desk typing on my computer for nothing.,0:5.239000,LEONARD,BBT,1.0,PRO,Frustration,Neutral,4.0,7.0
3_S03E03_316,3_S03E03_316_u,"Richard, look, I'm sorry, but I think the box is here to stay.",0:03.635000,OTHER,SV,0.0,NONE,Sadness,Neutral,4.0,5.0
1_S12E15_420,1_S12E15_420_u,"Really? Well, I did not see that coming.",0:4.638,HOWARD,BBT,1.0,ILL,Ridicule,Surprise,3.0,7.0
2_433,2_433_u,I was saying the actual words,0:03,CHANDLER,FRIENDS,1.0,PRO,Frustration,Excitement,3.0,8.0
1_5919,1_5919_u,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",0:08,SHELDON,BBT,0.0,NONE,Frustration,Frustration,4.0,6.0
2_450,2_450_u,If only there was something in your head to control the things you say.,0:05,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Sadness,4.0,8.0
1_S12E19_354,1_S12E19_354_u,"Well, I don't see what else you could've done.",0:5.038,PENNY,BBT,1.0,ILL,Disgust,Sadness,4.0,8.0
1_S11E07_271,1_S11E07_271_u,No! Get out of here!,0:02.160000,RAJ,BBT,0.0,NONE,Anger,Anger,3.0,7.0
2_591,2_591_u,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?",0:1,DOROTHY,GOLDENGIRLS,0.0,NONE,Anger,Anger,3.0,7.0
1_S11E04_024,1_S11E04_024_u,I already have a little version of Howard.,0:3.230000,BERNADETTE,BBT,1.0,PRO,Sadness,Neutral,3.0,7.0
2_291,2_291_u,"Umm, would you please excuse me for a moment?",0:02,ROSS,FRIENDS,0.0,NONE,Neutral,Neutral,5.0,5.0
2_141,2_141_u,We think it was trying to spell out monkey.,0:05,CHANDLER,FRIENDS,1.0,ILL,Ridicule,Neutral,3.0,6.0
1_8045,1_8045_u,"Dumped her? What, did he use a forklift?",0:03,RAJ,BBT,1.0,PRO,Disgust,Neutral,3.0,7.0
1_11042,1_11042_u,"Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",0:07,BERNADETTE,BBT,0.0,NONE,Sadness,Sadness,3.0,7.0
1_S11E02_008,1_S11E02_008_u,"Yeah, I'm still mad at you. (clears throat)",0:02.670000,PENNY,BBT,0.0,NONE,Neutral,Neutral,5.0,5.0
1_9963,1_9963_u,What do you think I was gonna do at home?,0:03,PERSON,BBT,0.0,NONE,Excitement,Excitement,6.0,6.0
2_430,2_430_u,I guess you would know that or else we would be in a predicament room,0:05,CHANDLER,FRIENDS,1.0,PRO,Frustration,Happiness,3.0,7.0
1_S10E04_177,1_S10E04_177_u,"Oh, excited, concerned, a little scared. All the same emotions",0:05.801000,SHELDON,BBT,0.0,NONE,Fear,Neutral,4.0,6.0
2_223,2_223_u,"I guess he wants to do a little dance, you know, make a little love. Well pretty much get down to that.",0:11,CHANDLER,FRIENDS,1.0,PRO,Ridicule,Sadness,3.0,8.0
1_S09E18_357,1_S09E18_357_u,Is there a switch on the back of his neck we don't know about?,0:4.204,LEONARD,BBT,1.0,PRO,Ridicule,Surprise,4.0,8.0
2_172,2_172_u,The whole thing! Can we go?,0:02,CHANDLER,FRIENDS,1.0,ILL,Frustration,Excitement,4.0,7.0
1_3599,1_3599_u,Why don't you keep that stuff in the bathroom?,0:05,HOWARD,BBT,0.0,NONE,Surprise,Surprise,4.0,6.0
2_31,2_31_u,"Even if people are on it!""",0:01,RACHEL,FRIENDS,1.0,PRO,Anger,Excitement,2.0,8.0
2_97,2_97_u,It would be nice to have a little guarantee though.,0:01,RACHEL,FRIENDS,1.0,PRO,Ridicule,Neutral,4.0,8.0
1_1987,1_1987_u,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",0:06,PENNY,BBT,1.0,EMB,Sadness,Happiness,4.0,6.0
1_S09E08_255,1_S09E08_255_u,"No, pinch me!",0:2.753,AMY,BBT,1.0,ILL,Frustration,Excitement,4.0,7.0
1_S11E03_067,1_S11E03_067_u,I'm not setting her up with Raj.,0:02.430000,BERNADETTE,BBT,0.0,NONE,Disgust,Disgust,4.0,5.0
1_3293,1_3293_u,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,0:06,SHELDON,BBT,1.0,LIK,Disgust,Happiness,3.0,7.0
2_541,2_541_u,Oh yeah right. And what would my opening line be? Excuse me,0:04,CHANDLER,FRIENDS,1.0,ILL,Frustration,Neutral,3.0,7.0
2_615,2_615_u,"Hi, Joey. Well well, look what you brought. Very nice.",0:07,PERSON,FRIENDS,0.0,NONE,Happiness,Happiness,7.0,7.0
3_S01E02_461,3_S01E02_461_u,I was sleeping. I'm sorry for sleeping and for lying about it.,0:04.324000,OTHER,SV,0.0,NONE,Sadness,Sadness,3.0,6.0
2_295,2_295_u,Nobody sees the king!,0:01,PERSON,FRIENDS,0.0,NONE,Anger,Anger,4.0,6.0
3_S01E01_255,3_S01E01_255_u,It's an upside down cross.,0:01.445000,GILFOYLE,SV,0.0,NONE,Neutral,Neutral,5.0,5.0
